TOKENID	WORDFORM	LEMMACANDIDATES	GOLDLEMMA	TEXTBEFORE	WORD	TEXTAFTER
51918591	Westen	Weste|Westen	Westen	Der	Westen	ist es ihm schuldig , nachdem er ihn jahrelang mit seinem pazifistischen Erdulden des Apartheidregimes allein gelassen hatte , zumindest jetzt für ihn und seine Familie die Ausreise durchzusetzen .
61829684	Westen	Weste|Westen	Westen	Zehn Jahre nach dem Fall der Berliner Mauer , zehn Jahre nach den spektakulären Umwälzungen in Mittel und Osteuropa läßt die Furcht vor Moskau die Nationen dieser Region leider noch immer Sicherheit und wirtschaftlichen Aufschwung im	Westen	suchen .
78745036	Westen	Weste|Westen	Westen	Sollte , kurzum , Kostunica an Milosevic ’ Stelle treten , ist der	Westen	gut damit beraten , Hilfe strikt von dessen konkretem Streben nach Errichtung eines Rechtsstaats in Serbien bzw. Jugoslawien abhängig zu machen .
165542100	wog	wiegen|wägen	wägen	Noch schwerer	wog	, dass neben den weit verbreiteten Unregelmäßigkeiten nachweislich erheblicher Wahlbetrug zu verzeichnen war .
176023315	wog	wiegen|wägen	wägen	In diesem Fall	wog	das gemeinsame Interesse der Postbediensteten stärker als das der Verbraucher , die während der vorweihnachtlichen Hauptgeschäftszeit im Dezember 2007 schwer geprüft wurden , als sich die Unfähigkeit des Postmonopols in aller Härte zeigte .
66319985	wog	wiegen|wägen	wägen	Als begeisterter Anhänger des Sports der Könige wünsche ich mir Zeiten wie die 30er Jahre zurück , als die Angler aus dem Hafen von Scarborough in Yorkshire noch Roten Thun fingen , der nach dem angloamerikanischen System bis zu 830 Pfund	wog	.
75583672	wog	wiegen|wägen	wiegen	Ich habe erlebt , wie sich eine NRO um Projekte bewarb und einen 80seitigen Haushaltsplan und so umfangreiches Begleitmaterial vorlegen mußte , daß die ganze Bewerbung über zwölf Kilo	wog	.
106736066	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Natürlich ist es zutreffend , dass sich ein Anstieg der Preise und der Arbeitspreise und -kosten auf die Inflation auswirken kann , doch in meinen Augen ist es nicht sehr wahrscheinlich , dass Arbeitskosten in den	Wirtschaften	unserer Mitgliedstaaten , in denen Löhne vermehrt auf Grundlage von Flächentarifverträgen ausgehandelt werden , mit der Produktivität verknüpft werden und unterschiedliche Faktoren für mögliche Lohnerhöhungen eingebaut haben , als treibende Kraft für eine Inflation betrachtet werden können .
117252544	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Die Union und ihre Mitgliedstaaten sollten jedoch drastische Maßnahmen zur Reaktivierung der	Wirtschaften	jener Länder ergreifen , die im Gemeinschaftshaushalt erfasst sein müssen , was derzeit nicht der Fall ist , speziell zur Erleichterung ihrer Ausfuhren , und sie sollten den nötigen Mut und die nötige Entschlossenheit besitzen , damit unsere Vertreter in den internationalen Finanzorganisationen diese Maßnahmen zügig verabschieden können und keine weiteren Verzögerungen auftreten .
14961144	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	die Regierungen müssen für die Schaffung der Wirtschaftsbedingungen sorgen , die erforderlich sind , damit Bildung , Aus- und Weiterbildung sowie Forschung Grundlagen von	Wirtschaften	sind , welche die Schaffung von Arbeitsplätzen sowie die Bekämpfung der Jugendarbeitslosigkeit , der mangelnden Chancengleichheit und der Langzeitarbeitslosigkeit erlauben .
168276983	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Tatsache ist jedoch , dass wir nur dann eine Wiederholung der bisherigen Fehler in den heute ärmsten Regionen verhindern können , wenn wir Antworten auf die obigen Fragen finden und auf diese Weise gewährleisten , dass die europäischen Fördergelder den regionalen	Wirtschaften	und Gesellschaften tatsächlich einen zusätzlichen Nutzen bringen .
213707471	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Ein Katalysator , der dabei hilft , unsere Gesellschaften und	Wirtschaften	umzuformen , damit sie gegen die beiden entscheidenden Herausforderungen unserer Zeit gewappnet sind , was zum einen wäre , innerhalb der physikalischen Grenzen unseres Planeten leben zu lernen - was natürlich das Thema Klima und die Erschöpfung unserer Ressourcen betrifft - und zum anderen sich aber auch der immer größer werdenden Herausforderung der sozialen Kohäsion innerhalb der Europäischen Union und auf dem Planeten insgesamt zu stellen , weil Sie eine wichtige Mission in dem Bereich der Entwicklung zu erfüllen haben .
215721286	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Unsere Wirtschaft , unsere	Wirtschaften	müssen eine solide oder verbesserte Basis erhalten .
222881610	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Neue Schutz- und Hilfseinrichtungen wurden geschaffen und eingesetzt , um die gemeinsame Währung zu verteidigen und die Unterstützung zwei wichtige Länder zu unterstützen , deren	Wirtschaften	sich wesentlich unterscheiden :
224374759	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Ebenso wie bei den UNESCO -Weltkulturerbestätten wird das Siegel mehr Touristen anlocken und den lokalen	Wirtschaften	so neuen Schwung verleihen .
225200010	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Allerdings beweist der fortdauernde und steigende Druck der Märkte , der nicht länger nur auf die verletzbarsten	Wirtschaften	im Euroraum ausgeübt wird , dass unsere Entscheidungen fragmentär und unangemessen sind , wenn es darum geht , eine umfängliche Antwort auf die Krise zu finden .
3133650	Wirtschaften	Wirtschaft|Wirtschaften	Wirtschaft	Unsere Konkurrenten sind nicht mehr nur -wie früher immer- die Vereinigten Staaten und Japan , sondern jetzt auch die aufstrebenden	Wirtschaften	anderer Länder , die aufgrund ihrer Kostenstrukturen auf den internationalen Märkten sehr wettbewerbsfähig sind .
117110504	zieht	zeihen|ziehen	ziehen	Entscheidend sollte aus meiner Sicht die Frage sein , ob eine solche Transaktion die gleichen Konsequenzen nach sich	zieht	.
145210963	ziehe	zeihen|ziehen	ziehen	Ich	ziehe	die umfassendere Auslegung der operativen Koordinierung sogar vor , sofern entsprechende Sicherheitsklauseln vorgesehen sind .
15572054	zieht	zeihen|ziehen	ziehen	Der Bericht	zieht	daraus keine Konsequenzen , und ich werde angesichts der Tatsache , daß jetzt der letzte Moment gekommen ist , zu dem sich das Parlament zu dieser Sache äußern will , nicht beantragen , das anders zu behandeln als vorgeschlagen wurde .
177591843	zieht	zeihen|ziehen	ziehen	Obgleich Europa sich diesen Erschütterungen natürlich nicht ganz und gar entziehen kann , obgleich es selbst ein Akteur der Globalisierung ist und vielfach Nutzen daraus	zieht	, so liegt doch sein Sinn , seine Berufung in dieser Globalisierung zum großen Teil darin , durch staatliche Regulierungen , wirtschaftliche Stabilisatoren , aktive öffentliche Politiken zur Förderung des Wachstums der realen Wirtschaft sowie öffentlicher und privater Investitionen in Forschung und Innovation , in die europäischen Infrastrukturen ein Gegengewicht zu diesem wahnwitzigen Kapitalismus zu bilden .
185790206	ziehen	zeihen|ziehen	ziehen	Welche Schlussfolgerung	ziehen	Sie , Herr Präsident , aus dieser anscheinenden Klarsicht hinsichtlich der Legitimitätskrise , die die Union , insbesondere ihr Wirtschaftsmodell und ihre Funktionsweise , heute durchmacht ?
205382733	zieht	zeihen|ziehen	ziehen	Dies ist zusammen mit der Beteiligung der größten Gruppe von Interessenvertretern , wozu das Europäische Parlament und die Bürger gehören , der einzige Weg , wie Synergieeffekte geschaffen werden können , von denen jeder Bürger der 14 Länder an der Donau Nutzen	zieht	.
237776395	zieht	zeihen|ziehen	ziehen	Schließlich begrüße ich , dass der Bericht die Schaffung einer unabhängigen europäischen Ratingagentur und die Möglichkeit einer europäischen Stiftung in Erwägung	zieht	.
42979768	ziehe	zeihen|ziehen	ziehen	Nach diesem Vermittlungsergebnis	ziehe	ich als Berichterstatterin die strategischen Änderungsanträge für die zweite Lesung zurück .
63685207	ziehe	zeihen|ziehen	ziehen	Ebenso wie Herr Prodi	ziehe	ich die Gemeinschaftsmethode vor , und wir müssen uns Artikel 6 und Artikel 7 des Vertrags vor Augen halten .
8020813	zieht	zeihen|ziehen	ziehen	Herr Präsident , wir sind besorgt über den seit 12 Jahren andauernden Bürgerkrieg im Sudan , der als schwerwiegende Folgen für die Zivilbevölkerung Hungersnot , Unterernährung , Abwanderung usw. nach sich	zieht	.
117593735	zugestanden	zugestehen|zustehen	zugestehen	Wir alle sollten unseren Einfluss geltend machen , um sicherzustellen , dass den Vereinten Nationen eine Rolle in diesem Konflikt	zugestanden	wird , denn es gibt keine andere Lösung .
13177805	zugestanden	zugestehen|zustehen	zugestehen	Was Somatropin bzw. Hormonmilch angeht , hat uns der codex alimentarius einen Aufschub von einem Jahr	zugestanden	.
144608909	zugestanden	zugestehen|zustehen	zugestehen	Genau aus diesem Grund begrüßt meine Fraktion den Bericht Costa , der Empfehlungen an die Europäische Kommission enthält , die die Festlegung einer Qualitätscharta der Strafjustiz betreffen , da die Grundrechte , die von der vorgeschlagenen Charta Verteidigern , Opfern und Rechtsanwälten	zugestanden	werden , gleichzeitig als Kriterium für eine gegenseitige Bewertung der Qualität der Justiz herangezogen werden können .
28383980	zugestanden	zugestehen|zustehen	zugestehen	Ich habe Ihnen deshalb zusätzliche Redezeit	zugestanden	, um Sie dafür zu entschädigen .
30553657	zugestanden	zugestehen|zustehen	zugestehen	Zweitens möchte ich in Erinnerung rufen - ich habe das schon in meiner Stellungnahme ausgeführt - , daß die Beurteilung dessen , was im Beitrittsvertrag Finnland und Schweden	zugestanden	wurde , im Gange ist und eine abschließende Beurteilung im Laufe dieses Jahres erfolgen wird .
40387869	zugestanden	zugestehen|zustehen	zugestehen	Der Kommission darf nicht das Recht	zugestanden	werden , über das Festlegen einer Grenze zwischen einzelstaatlichem und Gemeinschaftsrecht zu entscheiden .
6519732	zugestanden	zugestehen|zustehen	zugestehen	Daher haben sich im Rahmen der Regierungskonferenz , bei der die Reform der Verträge geprüft wird , das Parlament in zahlreichen Entschließungen , die Gebiete in äußerster Randlage selbst - innerhalb des Ausschusses der Regionen - und andere Institutionen der Union wie der Europäische Rat , insbesondere bei den Gipfeltreffen in Madrid , Turin und Dublin , wiederholt für die Aufnahme eines Artikels in den neuen Text des reformierten Vertrages ausgesprochen , in dem den Gebieten in äußerster Randlage die rechtliche Anerkennung in Form eines Grundrechts	zugestanden	wird , damit die spezifischen Politiken durchgeführt werden können , die eine Beschleunigung ihrer Entwicklung und ihres wirtschaftlichen und sozialen Zusammenhalts bewirken .
67680932	zugestanden	zugestehen|zustehen	zugestehen	Während Spanien also diese Ausnahme	zugestanden	wird , ist die britische Fleischindustrie durch die Pflicht zur Umsetzung einer ähnlichen Richtlinie , nach der in unseren Schlachthöfen äußerst kostenaufwendige Veterinärkontrollen vorgenommen werden müssen , stark in Mitleidenschaft gezogen .
73219411	zugestanden	zugestehen|zustehen	zugestehen	Es muß Ländern	zugestanden	werden , in Bereichen auf die EU -Zusammenarbeit zu verzichten , in denen sie keine Zusammenarbeit möchten , solange sich ein Land dadurch keine besonderen wirtschaftlichen Vorteile verschafft .
85832579	zugestanden	zugestehen|zustehen	zugestehen	Frankreich hat sich insoweit bewegt , hebt von zweieinhalb auf drei Jahre an , während wir den Mitgliedstaaten Belgien und Finnland	zugestanden	haben , dass diese spezielle Art mit einer längeren Grundausbildung auch akzeptiert werden kann .
100581239	zurückführe	zurückfahren|zurückführen	zurückführen	Ich habe erlebt , wie die von ihm eingebrachten Gedanken in den Ländern Fuß gefasst und eine neue Dynamik geschaffen haben , die es bisher nicht gegeben hat , und die ich in hohem Maße auf die Initiative des Kommissars	zurückführe	.
114794422	zurückführen	zurückfahren|zurückführen	zurückführen	Drittens , höhere Beihilfen für Ölsaaten würden uns	zurückführen	in den Bereich der Einschränkungen der Blair-House-Vorschriften für Flächen , auf denen mit kulturspezifischen Beihilfen produziert wird .
135355522	zurückführen	zurückfahren|zurückführen	zurückführen	Erfreulicherweise lassen sich zahlreiche Rechtsnormen , die bis zum heutigen Tage in unseren europäischen Gesellschaften Gültigkeit haben , darauf	zurückführen	.
170241750	zurückführen	zurückfahren|zurückführen	zurückführen	Die erreichte Vereinbarung und Zeichen von Spannung lassen sich	zurückführen	auf die staatlichen Subventionen für Airbus und Boeing , die Verhinderung von Sabotageakten bei Inlandflügen in den USA und die Weigerung der US -Regierung , die Beteiligung an oder sogar den Kauf von amerikanischen Luftverkehrsunternehmen durch europäische Fluggesellschaften zuzulassen .
105341077	Zweifeln	Zweifel|Zweifeln	Zweifel	Frau Präsidentin , der Rinderwahn führt zu verstärkten Ängsten und	Zweifeln	auf der Verbraucher- wie auch der Erzeugerseite , was einen beträchtlichen Rückgang des Verbrauchs an Rindfleisch und einen Verfall der Erzeugerpreise von über 20 % verursacht hat .
117494611	Zweifeln	Zweifel|Zweifeln	Zweifel	Er muss von den diesbezüglichen	Zweifeln	erfahren und muss genau wissen , woher sie kommen .
120550460	Zweifeln	Zweifel|Zweifeln	Zweifel	Sie betreffen auch die Atomkraftwerke , die auf der einen Seite geschlossen und auf der anderen Seite mit	Zweifeln	umgeben sind .
140548928	Zweifeln	Zweifel|Zweifeln	Zweifel	Mit 25 Mitgliedstaaten ab dem 1. Mai , mit 21 Sprachen , ohne eine frühestens 2005 absehbare Finanzielle Vorausschau für die Zeit nach 2006 und mit	Zweifeln	, ob einer Verfassung zugestimmt und diese ratifiziert wird , wäre es daher am vernünftigsten , in der gegenwärtigen politischen Situation der Union von der realen Ungewissheit zu sprechen , und man sollte äußerst zurückhaltend sein , ehe man der Türkei in dieser Phase grünes Licht gibt .
141680817	Zweifeln	Zweifel|Zweifeln	Zweifel	Hier im Parlament haben Sie hingegen erklärt , dass Sie sich einer vollkommen anderen Politik verpflichtet fühlen , und genau dies gibt Anlass zu	Zweifeln	an Ihrer Glaubwürdigkeit .
200544085	Zweifeln	Zweifel|Zweifeln	Zweifel	Wir sollten nichts unternehmen , was zu	Zweifeln	und Unsicherheit führen könnte , weil dies nicht der Weg ist , um vorwärts zu kommen .
234963246	Zweifeln	Zweifel|Zweifeln	Zweifel	Ich habe eine Reihe von	Zweifeln	, was die Verordnung über neuartige Lebensmittel angeht .
65230111	Zweifeln	Zweifel|Zweifeln	Zweifel	Für uns , Herr Abgeordneter , und das möchte ich ganz klar sagen , bleibt diese Resolution 12/44 unabhängig von allen	Zweifeln	, die sich möglicherweise im Zusammenhang mit ihr ergeben , auch künftig das zentrale Element unserer Einstellung in bezug auf diese Region .
87017964	Zweifeln	Zweifel|Zweifeln	Zweifel	von den	Zweifeln	und Fragen meiner Kollegen aus dem Ausschuss für Wirtschaft und Währung , von der Kritik aus der Zivilgesellschaft , insbesondere über das CEE Bankwatch Network , und schließlich von den Antworten bzw. Argumenten der Europäischen Investitionsbank zu diesen beiden Arten von Forderungen und Kritik .
88107973	Zweifeln	Zweifel|Zweifeln	Zweifel	Warum haben Sie bei den formellen	Zweifeln	den Juristischen Dienst dieses Hauses nicht befragt bzw. das Plenum über diese Zweifel unterrichtet ?
